0.09945130315500686,0.03497942386831276,0.18244170096021947,0.06995884773662552,0.09122085048010974,0.5404663923182441,0.14883401920438957
1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,1.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.0,1.0,1.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0
